set,s11a,s22a,s33a,s11m,s22m,s33m,t12a,t13a,t23a,t12m,t13m,t23m,fi11,fi22,fi33,fi12,fi13,fi23,Rm,Re,f-1,f0,b-1,b0,rb-1,t-1,t0
Ro,565,0,0,300,0,0,0,-141,0,0,0,0,0,0,0,0,45,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,540,0,0,300,0,0,0,-135,0,0,0,0,0,0,0,0,90,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,211,0,0,300,0,0,0,-365,0,0,0,0,0,0,0,0,0,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,630,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,0,0,0,300,0,0,0,-395,0,0,0,0,0,0,0,0,0,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,222,0,0,300,0,0,0,-385,0,0,0,0,0,0,0,0,90,0,1220,813.3333333,718.8010851,923.9357858,695,1142,0,415,649.4637956
Ro,682.39,0,0,0,0,0,0,-128.25,0,0,0,0,0,0,0,0,0,0,947,802,747.2922698,924.8841065,723.2591421,0,0,431.4493931,659.716235
Ro,417.15,0,0,0,0,0,0,-361.26,0,0,0,0,0,0,0,0,0,0,947,802,747.2922698,924.8841065,723.2591421,0,0,431.4493931,659.716235
Ro,629.81,0,0,0,0,0,0,-84.4,0,0,0,0,0,0,0,0,0,0,945,857,648.1409954,801.947442,635.297614,0,0,374.2043782,572.0866158
Ro,620.28,0,0,0,0,0,0,-116.61,0,0,0,0,0,0,0,0,0,0,945,857,648.1409954,801.947442,635.297614,0,0,374.2043782,572.0866158
Ro,579.55,0,0,0,0,0,0,-167.49,0,0,0,0,0,0,0,0,0,0,945,857,648.1409954,801.947442,635.297614,0,0,374.2043782,572.0866158
Ro,489.08,0,0,0,0,0,0,-244.54,0,0,0,0,0,0,0,0,0,0,945,857,648.1409954,801.947442,635.297614,0,0,374.2043782,572.0866158
Ro,193.04,0,0,0,0,0,0,-360.21,0,0,0,0,0,0,0,0,0,0,945,857,648.1409954,801.947442,635.297614,0,0,374.2043782,572.0866158
Ro,256.89,0,0,0,0,0,0,-74.16,0,0,0,0,0,0,0,0,0,0,432.4,256.4,289.7721001,333.9422645,293.1,0,0,167.3,244.6387243
Ro,223.48,0,0,0,0,0,0,-111.74,0,0,0,0,0,0,0,0,0,0,432.4,256.4,289.7721001,333.9422645,293.1,0,0,167.3,244.6387243
Ro,253.5,0,0,0,0,0,0,-73.18,0,0,0,0,0,0,0,0,0,0,432.4,256.4,258.4219805,297.8134242,286,0,0,149.2,218.1715342
Ro,222.34,0,0,0,0,0,0,-111.17,0,0,0,0,0,0,0,0,0,0,432.4,256.4,258.4219805,297.8134242,286,0,0,149.2,218.1715342
Ro,241.92,0,0,0,0,0,0,-140.31,0,0,0,0,0,0,0,0,0,0,635,425,318,400,0,0,0,225,411
Ro,247.14,0,0,0,0,0,0,-143.34,0,0,0,0,0,0,0,0,90,0,635,425,318,400,0,0,0,225,411
Ro,146.09,0,0,146.09,0,0,0,-84.73,0,0,-84.73,0,0,0,0,0,0,0,635,425,318,400,0,0,0,225,411
Ro,185.92,0,0,185.92,0,0,0,-107.84,0,0,-107.84,0,0,0,0,0,90,0,635,425,318,400,0,0,0,225,411
Ro,0,0,0,0,0,0,0,-205.25,0,0,-205.25,0,0,0,0,0,0,0,635,425,318,400,0,0,0,225,411
Ro,526.61,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,510.64,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,504.1,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,492.21,0,0,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,419.04,0,0,0,0,0,0,-207.84,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,413.02,0,0,110.3,0,0,0,-204.86,0,0,-54.71,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,403.86,0,0,220.6,0,0,0,-200.31,0,0,-109.42,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,394.27,0,0,330.9,0,0,0,-195.56,0,0,-164.13,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,397.43,0,0,441.3,0,0,0,-197.12,0,0,-218.88,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,313.88,0,0,0,0,0,0,-272.45,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,315.32,0,0,68.9,0,0,0,-273.7,0,0,-59.81,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,315.64,0,0,137.9,0,0,0,-273.98,0,0,-119.7,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,310.9,0,0,206.8,0,0,0,-269.86,0,0,-179.5,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,307.24,0,0,275.8,0,0,0,-266.69,0,0,-239.39,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,180.97,0,0,0,0,0,0,-322.67,0,0,0,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,182.34,0,0,30.96,0,0,0,-325.11,0,0,-55.2,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,187.89,0,0,61.86,0,0,0,-335.01,0,0,-110.3,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,189.08,0,0,92.82,0,0,0,-337.13,0,0,-165.5,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,182.74,0,0,123.72,0,0,0,-325.83,0,0,-220.6,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,0,0,0,0,0,0,0,-364.64,0,0,-68.9,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,0,0,0,0,0,0,0,-351.3,0,0,-137.9,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,0,0,0,0,0,0,0,-344.98,0,0,-206.8,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,0,0,0,0,0,0,0,-329.16,0,0,-275.8,0,0,0,0,0,0,0,843.9,731.5,632.5104333,771.7156041,541.832385,1028.5,0,365.1800689,553.4641552
Ro,221,0,0,0,0,0,0,-110.5,0,0,0,0,0,0,0,0,0,0,815,516,275,392,0,0,0,249,414.4713376
Ro,221,0,0,0,0,0,0,-110.5,0,0,0,0,0,0,0,0,90,0,815,516,275,392,0,0,0,249,414.4713376
Ro,225,0,0,0,0,0,0,-112.5,0,0,-225,0,0,0,0,0,180,0,815,516,275,392,0,0,0,249,414.4713376
Ro,271,0,0,-135.5,0,0,0,-135.5,0,0,-135.5,0,0,0,0,0,180,0,815,516,275,392,0,0,0,249,414.4713376
Ro,225,13.22,218.31,274.5,-16.13,266.33,0,0,0,0,0,0,0,60,60,0,0,0,710,550,343,530,0,0,0,204,350
Ro,190,11.16,184.35,231.8,-13.62,224.9,0,0,0,0,0,0,0,180,180,0,0,0,710,550,343,530,0,0,0,204,350
Ro,205,12.04,198.9,250.1,-14.69,242.66,0,-96.4,0,0,0,0,0,0,0,0,0,0,710,550,343,530,0,0,0,204,350
Ro,175,10.28,169.79,213.5,-12.54,207.15,0,-82.3,0,0,0,0,0,180,180,0,0,0,710,550,343,530,0,0,0,204,350
Ro,195,11.46,189.2,237.9,-13.98,230.82,0,-91.7,0,0,-91.7,0,0,0,0,0,90,0,710,550,343,530,0,0,0,204,350
Ro,180,10.57,174.64,219.6,-12.9,213.07,0,-84.6,0,0,-84.6,0,0,180,180,0,90,0,710,550,343,530,0,0,0,204,350
Ro,192,11.28,186.29,234.2,-13.76,227.23,0,-90.2,0,0,-90.2,0,0,60,60,0,90,0,710,550,343,530,0,0,0,204,350
Ro,305,0,0,0,-21.86,361.03,0,0,0,0,0,0,0,0,0,0,0,0,710,550,343,530,0,0,0,204,350
Ro,225,0,205.09,274.5,0,250.21,0,0,0,0,0,0,0,0,60,0,0,0,710,550,343,530,0,0,0,204,350
Ro,190,0,173.19,231.8,0,211.29,0,0,0,0,0,0,0,0,180,0,0,0,710,550,343,530,0,0,0,204,350
Ro,205,0,186.86,250.1,0,227.97,0,-96.4,0,0,0,0,0,0,0,0,0,0,710,550,343,530,0,0,0,204,350
Ro,175,0,159.51,213.5,0,194.61,0,-82.3,0,0,0,0,0,0,180,0,0,0,710,550,343,530,0,0,0,204,350
Ro,195,0,177.74,237.9,0,216.85,0,-91.7,0,0,-91.7,0,0,0,0,0,90,0,710,550,343,530,0,0,0,204,350
Ro,180,0,164.07,219.6,0,200.17,0,-84.6,0,0,-84.6,0,0,0,180,0,90,0,710,550,343,530,0,0,0,204,350
Ro,192,0,175.01,234.2,0,213.47,0,-90.2,0,0,-90.2,0,0,0,60,0,90,0,710,550,343,530,0,0,0,204,350
Ro,305,0,0,0,0,339.17,0,0,0,0,0,0,0,0,0,0,0,0,710,550,343,530,0,0,0,204,350
Ro,127.49,0,0,0,0,0,0,-127.49,0,0,0,0,0,0,0,0,0,0,353.0394,235,322.726705,482.4277725,240.262925,362.84,0,186.32635,318.7889199
Ro,156.91,0,0,0,0,0,0,-156.91,0,0,0,0,0,0,0,0,0,0,514.849125,343,382.1763612,571.2960463,279.489525,411.88,0,220.649625,377.5131946
Ro,166.71,0,0,0,0,0,0,-166.71,0,0,0,0,0,0,0,0,0,0,554.08,358,399.1511086,596.6707348,284.39,411.88,0,230.45,394.2808228
Ro,201.04,0,0,0,0,0,0,-201.04,0,0,0,0,0,0,0,0,0,0,710.98,593,475.6038313,710.9560298,313.81,421.68,0,274.59,469.8006992
Ro,142.2,0,0,0,0,0,0,-142.2,0,0,0,0,0,0,0,0,0,0,426.59,289,339.7071249,507.8109404,240.27,421.68,0,196.13,335.5621514
Ro,171.62,0,0,0,0,0,0,-171.62,0,0,0,0,0,0,0,0,0,0,671.76,417,424.6468965,634.7830942,294.2,480.52,0,245.17,419.4655211
Ro,205.94,0,0,0,0,0,0,-205.94,0,0,0,0,0,0,0,0,0,0,720.79,485,509.5693476,761.7293564,333.43,480.52,0,294.2,503.3517816
Ro,314,0,0,0,0,0,0,-157,0,0,0,0,0,0,0,0,0,0,795,530,410,640,0,0,0,256,448.8767123
Ro,315,0,0,0,0,0,0,-157.5,0,0,0,0,0,0,0,0,60,0,795,530,410,640,0,0,0,256,448.8767123
Ro,316,0,0,0,0,0,0,-158,0,0,0,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,224,0,0,0,0,0,0,-224,0,0,0,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,316,0,0,0,0,0,0,-158,0,0,-158,0,0,0,0,0,0,0,795,530,410,640,0,0,0,256,448.8767123
Ro,314,0,0,0,0,0,0,-157,0,0,-157,0,0,0,0,0,60,0,795,530,410,640,0,0,0,256,448.8767123
Ro,315,0,0,0,0,0,0,-157.5,0,0,-157.5,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,279,0,0,279,0,0,0,-139.5,0,0,0,0,0,0,0,0,0,0,795,530,410,640,0,0,0,256,448.8767123
Ro,284,0,0,284,0,0,0,-142,0,0,0,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,355,0,0,0,0,0,0,-88.8,0,0,-177.5,0,0,0,0,0,0,0,795,530,410,640,0,0,0,256,448.8767123
Ro,212,0,0,212,0,0,0,-212,0,0,0,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,129,0,0,0,0,0,0,-258,0,0,0,0,0,0,0,0,90,0,795,530,410,640,0,0,0,256,448.8767123
Ro,93.56,0,0,0,0,0,0,-93.56,0,0,0,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,143.97,0,0,0,0,0,0,-71.98,0,0,0,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,149.59,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,136.9,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,134.07,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,0,0,0,0,0,0,0,-73.36,0,0,-50,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,0,0,0,0,0,0,0,-78.75,0,0,-75,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,0,0,0,0,0,0,0,-68.04,0,0,-100,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,60.75,0,0,50,0,0,0,-60.75,0,0,-50,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,53.04,0,0,75,0,0,0,-53.04,0,0,-75,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,51.27,0,0,100,0,0,0,-51.27,0,0,-100,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,93.51,0,0,50,0,0,0,-46.76,0,0,-25,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,79.41,0,0,75,0,0,0,-39.71,0,0,-37.5,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,65.05,0,0,136,0,0,0,-32.52,0,0,-68,0,0,0,0,0,0,0,545,395,180.9608228,260.7518329,177.5211282,244.18,0,104.4777797,150.79
Ro,93,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,290,230,146.7230852,211.4176583,164.929975,0,0,84.71061274,141.8942563
Ro,128.98,0,0,0,0,0,0,-64.49,0,0,0,0,0,0,0,0,0,0,290,230,146.7230852,211.4176583,164.929975,0,0,84.71061274,141.8942563
Ro,161.97,0,0,0,0,0,0,-40.49,0,0,0,0,0,0,0,0,0,0,290,230,146.7230852,211.4176583,164.929975,0,0,84.71061274,141.8942563
Ro,506,0,0,0,0,-214.4,0,0,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,553,0,0,-276.5,0,-214.4,0,0,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,381,0,0,381,0,-214.4,0,0,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,502,0,0,0,0,-428.8,0,0,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,571,0,0,-285.5,0,-428.8,0,0,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,0,0,0,-200,0,0,0,-337,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,0,0,0,-215,-22.5,-192,0,-367,0,0,0,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,0,0,0,0,0,0,0,-266,0,0,-266,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,0,0,0,-200,0,0,0,-273,0,0,-273,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,0,0,0,-215,-22.5,-192,0,-359,0,0,-179.5,0,0,0,0,0,0,0,1028,940,516,832,0,0,0,303,532
Ro,71.14,0,0,0,0,0,0,-40.91,0,0,0,0,0,0,0,0,0,0,320,113,141.4612016,180.1759461,100.3266206,0,0,81.6726628,127.1043122
Ro,362,0,0,-170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,660,361,600,0,0,0,228,413.9183056
Ro,336,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,660,361,600,0,0,0,228,413.9183056
Ro,338,0,0,-338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,660,361,600,0,0,0,228,413.9183056
Ro,261,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,660,361,600,0,0,0,228,413.9183056
Ro,146,0,289,170,0,340,0,0,0,0,0,0,0,0,0,0,0,0,780,660,340,600,0,0,0,228,427.5
Ro,261,0,261,170,0,340,0,0,0,0,0,0,0,0,0,0,0,0,780,660,340,600,0,0,0,228,427.5
Ro,275,0,275,170,0,340,0,0,0,0,0,0,0,0,60,0,0,0,780,660,340,600,0,0,0,228,427.5
Ro,240,0,240,170,0,340,0,0,0,0,0,0,0,0,90,0,0,0,780,660,340,600,0,0,0,228,427.5
Ro,196,0,196,170,0,340,0,0,0,0,0,0,0,0,180,0,0,0,780,660,340,600,0,0,0,228,427.5
Ro,261,0,0,0,0,0,0,-130.5,0,0,0,0,0,0,0,0,60,0,780,660,340,600,0,0,0,228,427.5
Ro,277,0,0,0,0,0,0,-138.5,0,0,0,0,0,0,0,0,90,0,780,660,340,600,0,0,0,228,427.5
Ro,220,0,0,340,0,170,0,-110,0,0,0,0,0,0,0,0,60,0,780,660,340,600,0,0,0,228,427.5
Ro,233,0,0,340,0,170,0,-116.5,0,0,0,0,0,0,0,0,90,0,780,660,340,600,0,0,0,228,427.5
Ro,155,0,0,340,0,170,0,-155,0,0,0,0,0,0,0,0,60,0,780,660,340,600,0,0,0,228,427.5
Ro,159,0,0,340,0,170,0,-159,0,0,0,0,0,0,0,0,90,0,780,660,340,600,0,0,0,228,427.5
Ro,246,0,0,0,0,0,0,-138,0,0,0,0,0,0,0,0,0,0,520,350,322.1614502,375.8048984,332,0,310,186,274.0821736
Ro,246,0,0,0,0,0,0,-138,0,0,0,0,0,0,0,0,45,0,520,350,322.1614502,375.8048984,332,0,310,186,274.0821736
Ro,264,0,0,0,0,0,0,-148,0,0,0,0,0,0,0,0,90,0,520,350,322.1614502,375.8048984,332,0,310,186,274.0821736
Ro,175.33,0,0,0,0,0,0,-52.6,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,162.28,0,0,0,0,0,0,-64.91,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,155.98,0,0,0,0,0,0,-77.99,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,154.19,0,0,0,0,0,0,-81.72,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,142.74,0,0,0,0,0,0,-85.64,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,129.02,0,0,0,0,0,0,-90.31,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,116.7,0,0,0,0,0,0,-93.36,0,0,0,0,0,0,0,0,90,0,300,200,184.16186,234.5628129,0,0,0,97.4972371,151.7315444
Ro,301.98,0,0,0,0,0,0,-150.99,0,0,0,0,0,0,0,0,90,0,416,277.3333333,312.969921,359.8570715,0,0,0,258.5867541,377.5798881
Ro,59.43,0,0,415.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,82.09,0,0,246.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,238.73,0,0,-94.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,281.96,0,0,-169.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,118.31,0,0,118.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,0,0,0,0,0,0,0,-134.17,0,0,-134.17,0,0,0,0,0,0,0,498,367.66,185.69297,236.6265993,0,0,0,185.5630139,268.3333154
Ro,161.27,0,0,161.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,367.66,321.4045681,480.4513772,232.93493,322.5420501,0,185.5630139,268.3333154
Ro,205.43,0,0,99.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,182.02,0,0,198.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,170.29,0,0,297.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,146.28,0,0,397.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,0,0,0,0,0,0,0,-118.2,0,0,-77.22,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,0,0,0,0,0,0,0,-98.58,0,0,-154.44,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,0,0,0,0,0,0,0,-86.02,0,0,-231.66,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,0,0,0,0,0,0,0,-80.48,0,0,-289.58,0,0,0,0,0,0,0,498,332,207.2597269,298.6467063,227.1364857,374.8,0,119.6614591,218.9
Ro,475.7,0,0,0,0,0,0,-237.85,0,0,0,0,0,0,0,0,0,0,1014,912,705.0372846,880.7298443,600.3957712,0,0,407.053466,625.9882051
Ro,0,0,0,555,0,0,0,-377.99,0,0,0,0,0,0,0,0,0,0,1014,912,705.0372846,880.7298443,600.3957712,0,0,407.053466,625.9882051
Ro,575.83,0,0,0,0,0,0,0,0,0,-500,0,0,0,0,0,0,0,1014,912,705.0372846,880.7298443,600.3957712,0,0,407.053466,625.9882051
Ro,215.07,0,236.57,-215.07,0,236.57,0,0,0,0,0,0,0,0,180,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,233.84,0,257.22,0,0,257.22,0,0,0,0,0,0,0,0,180,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,301.41,0,331.55,-301.41,0,331.55,0,0,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,185.26,0,370.51,185.26,0,370.51,0,0,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,248.63,0,273.49,248.63,0,273.49,0,0,0,0,0,0,0,0,180,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,300.14,0,330.16,0,0,330.16,0,0,0,0,0,0,0,0,90,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,335.16,0,368.67,0,0,368.67,0,0,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,309.66,0,340.63,309.66,0,340.63,0,0,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,301.13,0,331.24,301.13,0,331.24,0,0,0,0,0,0,0,0,90,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,326.76,0,0,0,0,0,0,-187.88,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,308.25,0,0,0,0,0,0,-177.24,0,0,0,0,0,0,0,0,90,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,284.54,0,0,0,0,0,0,-163.61,0,0,-163.61,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,289.13,0,0,0,0,0,0,-166.25,0,0,-166.25,0,0,0,0,0,90,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,398.84,0,0,0,0,0,0,0,0,0,-199.42,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,276.8,0,0,276.8,0,0,0,-159.16,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,0,0,0,415.68,0,0,0,-240.28,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,359.13,0,0,359.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,807,419.5850118,718.2547692,0,0,0,286.2255622,528.0071976
Ro,212.1,0,159.1,255,0,210.8,0,-106.1,0,0,0,0,0,0,0,0,180,0,801,672,340,600,0,0,0,228,427.5
Ro,225,0,168.8,255,0,210.8,0,-112.5,0,0,0,0,0,0,60,0,90,0,801,672,340,600,0,0,0,228,427.5
Ro,222.1,0,166.6,255,0,210.8,0,-111.1,0,0,0,0,0,0,90,0,45,0,801,672,340,600,0,0,0,228,427.5
Ro,205,0,153.8,255,0,210.8,0,-102.5,0,0,0,0,0,0,90,0,90,0,801,672,340,600,0,0,0,228,427.5
Ro,215,0,161.3,255,0,210.8,0,-107.5,0,0,0,0,0,0,90,0,135,0,801,672,340,600,0,0,0,228,427.5
Ro,187.9,0,140.9,255,0,210.8,0,-94,0,0,0,0,0,0,180,0,0,0,801,672,340,600,0,0,0,228,427.5
Ro,223.6,0,167.7,255,0,210.8,0,-111.8,0,0,0,0,0,0,180,0,90,0,801,672,340,600,0,0,0,228,427.5
Ro,215,0,161.3,170,0,210.8,0,-107.5,0,0,-88.4,0,0,0,90,0,135,0,801,672,340,600,0,0,0,228,427.5
Ro,218.8,0,164.1,255,0,210.8,0,-109.4,0,0,0,0,0,0,0,0,0,0,801,672,340,600,0,0,0,228,427.5
